A  	Element	Z  	N  	Par. Elevel	Unc. 	JPi       	Dec Mode	T1/2 (txt)    	T1/2 (num)        	Daughter	Radiation	Rad subtype 	Rad Ene.  	Unc       	EP Ene.   	Unc       	Rad Int.  	Unc       	Dose        	Unc       
19 	O      	8  	11 	0          	     	5/2+      	B-      	26.88 S 5     	26.88             	19F     	BM       	            	2199.8    	15        	4820      	3         	2.0       	20        	0.04        	4         
19 	O      	8  	11 	0          	     	5/2+      	B-      	26.88 S 5     	26.88             	19F     	BM AV    	            	1.75E+3   	7         	          	          	102       	3         	1.79        	9         
19 	O      	8  	11 	0          	     	5/2+      	B-      	26.88 S 5     	26.88             	19F     	G        	            	109.894   	5         	          	          	2.54      	10        	0.00279     	11        
19 	O      	8  	11 	0          	     	5/2+      	B-      	26.88 S 5     	26.88             	19F     	G        	            	197.142   	4         	          	          	95.9      	21        	0.189       	4         
19 	O      	8  	11 	0          	     	5/2+      	B-      	26.88 S 5     	26.88             	19F     	G        	            	1149      	          	          	          	5E-4      	          	5.745E-6    	          
19 	O      	8  	11 	0          	     	5/2+      	B-      	26.88 S 5     	26.88             	19F     	G        	            	1236      	          	          	          	0.0170    	20        	2.10E-4     	25        
19 	O      	8  	11 	0          	     	5/2+      	B-      	26.88 S 5     	26.88             	19F     	G        	            	1356.843  	8         	          	          	50.4      	11        	0.684       	15        
19 	O      	8  	11 	0          	     	5/2+      	B-      	26.88 S 5     	26.88             	19F     	G        	            	1444.085  	10        	          	          	2.64      	6         	0.0381      	9         
19 	O      	8  	11 	0          	     	5/2+      	B-      	26.88 S 5     	26.88             	19F     	G        	            	1553.970  	8         	          	          	1.39      	3         	0.0216      	5         
19 	O      	8  	11 	0          	     	5/2+      	B-      	26.88 S 5     	26.88             	19F     	G        	            	2353.98   	26        	          	          	0.00181   	23        	4.3E-5      	5         
19 	O      	8  	11 	0          	     	5/2+      	B-      	26.88 S 5     	26.88             	19F     	G        	            	2582.517  	33        	          	          	0.0189    	5         	4.88E-4     	13        
19 	O      	8  	11 	0          	     	5/2+      	B-      	26.88 S 5     	26.88             	19F     	G        	            	3710.64   	20        	          	          	0.00110   	15        	4.1E-5      	6         
19 	O      	8  	11 	0          	     	5/2+      	B-      	26.88 S 5     	26.88             	19F     	G        	            	3797.87   	20        	          	          	0.00133   	14        	5.1E-5      	5         
19 	O      	8  	11 	0          	     	5/2+      	B-      	26.88 S 5     	26.88             	19F     	G        	            	3907.74   	20        	          	          	0.00384   	17        	1.50E-4     	7         
19 	O      	8  	11 	0          	     	5/2+      	B-      	26.88 S 5     	26.88             	19F     	G        	            	4180.063  	41        	          	          	0.0792    	17        	0.00331     	7         
20 	O      	8  	12 	0          	     	0+        	B-      	13.51 S 5     	13.51             	20F     	BM       	            	108.6     	8         	325.9     	21        	0.027     	3         	2.9E-5      	3         
20 	O      	8  	12 	0          	     	0+        	B-      	13.51 S 5     	13.51             	20F     	BM       	            	1197.7    	10        	2757.5    	21        	99.973    	3         	1.1974      	10        
20 	O      	8  	12 	0          	     	0+        	B-      	13.51 S 5     	13.51             	20F     	BM AV    	            	1197.4    	10        	          	          	100.000   	4         	1.1974      	10        
20 	O      	8  	12 	0          	     	0+        	B-      	13.51 S 5     	13.51             	20F     	G        	            	325.73    	14        	          	          	1.0E-4    	10        	3.E-7       	3         
20 	O      	8  	12 	0          	     	0+        	B-      	13.51 S 5     	13.51             	20F     	G        	            	653.2     	3         	          	          	1.0E-4    	10        	7.E-7       	7         
20 	O      	8  	12 	0          	     	0+        	B-      	13.51 S 5     	13.51             	20F     	G        	            	656.00    	3         	          	          	2.0E-4    	20        	1.3E-6      	13        
20 	O      	8  	12 	0          	     	0+        	B-      	13.51 S 5     	13.51             	20F     	G        	            	983.53    	4         	          	          	0.00110   	20        	1.08E-5     	20        
20 	O      	8  	12 	0          	     	0+        	B-      	13.51 S 5     	13.51             	20F     	G        	            	1056.78   	3         	          	          	99.975    	3         	1.05652     	4         
20 	O      	8  	12 	0          	     	0+        	B-      	13.51 S 5     	13.51             	20F     	G        	            	1187.70   	6         	          	          	1.0E-4    	10        	1.2E-6      	12        
20 	O      	8  	12 	0          	     	0+        	B-      	13.51 S 5     	13.51             	20F     	G        	            	1309.17   	3         	          	          	0.00230   	10        	3.01E-5     	13        
20 	O      	8  	12 	0          	     	0+        	B-      	13.51 S 5     	13.51             	20F     	G        	            	1644.50   	8         	          	          	0.00200   	20        	3.3E-5      	3         
20 	O      	8  	12 	0          	     	0+        	B-      	13.51 S 5     	13.51             	20F     	G        	            	1843.74   	3         	          	          	0.00180   	10        	3.32E-5     	18        
20 	O      	8  	12 	0          	     	0+        	B-      	13.51 S 5     	13.51             	20F     	G        	            	2179.09   	4         	          	          	0.00250   	20        	5.4E-5      	4         
20 	O      	8  	12 	0          	     	0+        	B-      	13.51 S 5     	13.51             	20F     	G        	            	2431.43   	99        	          	          	0.0019    	8         	4.6E-5      	19        
20 	O      	8  	12 	0          	     	0+        	B-      	13.51 S 5     	13.51             	20F     	G        	            	2504.54   	18        	          	          	1.00E-3   	10        	2.5E-5      	3         
20 	O      	8  	12 	0          	     	0+        	B-      	13.51 S 5     	13.51             	20F     	G        	            	3488.13   	4         	          	          	0.020     	7         	6.8E-4      	24        
21 	O      	8  	13 	0.0        	     	(5/2+)    	B-      	3.42 S 10     	3.42              	21F     	BM       	            	1568      	6         	3526      	12        	5.3       	6         	0.083       	9         
21 	O      	8  	13 	0.0        	     	(5/2+)    	B-      	3.42 S 10     	3.42              	21F     	BM       	            	1574      	6         	3538      	12        	10.5      	8         	0.165       	13        
21 	O      	8  	13 	0.0        	     	(5/2+)    	B-      	3.42 S 10     	3.42              	21F     	BM       	            	2029      	6         	4471      	12        	1.0       	8         	0.020       	16        
21 	O      	8  	13 	0.0        	     	(5/2+)    	B-      	3.42 S 10     	3.42              	21F     	BM       	            	2088      	6         	4592      	12        	29.6      	8         	0.618       	17        
21 	O      	8  	13 	0.0        	     	(5/2+)    	B-      	3.42 S 10     	3.42              	21F     	BM       	            	2116      	6         	4650      	12        	12.3      	10        	0.260       	21        
21 	O      	8  	13 	0.0        	     	(5/2+)    	B-      	3.42 S 10     	3.42              	21F     	BM       	            	2955      	6         	6355      	12        	4.5       	8         	0.133       	24        
21 	O      	8  	13 	0.0        	     	(5/2+)    	B-      	3.42 S 10     	3.42              	21F     	BM       	            	2967      	6         	6380      	12        	37.2      	12        	1.10        	4         
21 	O      	8  	13 	0.0        	     	(5/2+)    	B-      	3.42 S 10     	3.42              	21F     	BM AV    	            	2.37E+3   	8         	          	          	100.4     	23        	2.38        	10        
21 	O      	8  	13 	0.0        	     	(5/2+)    	B-      	3.42 S 10     	3.42              	21F     	G        	            	279.92    	6         	          	          	14.8      	6         	0.0414      	16        
21 	O      	8  	13 	0.0        	     	(5/2+)    	B-      	3.42 S 10     	3.42              	21F     	G        	            	933.2     	3         	          	          	5.8       	6         	0.054       	5         
21 	O      	8  	13 	0.0        	     	(5/2+)    	B-      	3.42 S 10     	3.42              	21F     	G        	            	1450.5    	2         	          	          	9.8       	6         	0.143       	8         
21 	O      	8  	13 	0.0        	     	(5/2+)    	B-      	3.42 S 10     	3.42              	21F     	G        	            	1729.2    	          	          	          	4.1       	5         	0.071       	10        
21 	O      	8  	13 	0.0        	     	(5/2+)    	B-      	3.42 S 10     	3.42              	21F     	G        	            	1730.28   	8         	          	          	45.6      	8         	0.789       	14        
21 	O      	8  	13 	0.0        	     	(5/2+)    	B-      	3.42 S 10     	3.42              	21F     	G        	            	1754.74   	8         	          	          	11.3      	6         	0.198       	10        
21 	O      	8  	13 	0.0        	     	(5/2+)    	B-      	3.42 S 10     	3.42              	21F     	G        	            	1787.16   	8         	          	          	14.2      	6         	0.253       	10        
